"TIME","GEO","SEX","UNIT","Value"
"2000W17","Andorra","Total","Number",":"
"2000W17","Armenia","Total","Number",":"
"2000W17","Georgia","Total","Number",":"
"2000W18","Belgium","Total","Number","1,907"
"2000W18","Bulgaria","Total","Number","2,062"
"2000W18","Czechia","Total","Number",":"
"2000W18","Denmark","Total","Number",":"
"2000W18","Germany (until 1990 former territory of the FRG)","Total","Number","15,142"
"2000W18","Estonia","Total","Number","328"
"2000W18","Ireland","Total","Number",":"
"2000W18","Greece","Total","Number",":"
"2000W18","Spain","Total","Number","6,627"
"2000W18","France","Total","Number",":"
"2000W18","Croatia","Total","Number","862"
"2000W18","Italy","Total","Number",":"
"2000W18","Cyprus","Total","Number",":"
"2000W18","Latvia","Total","Number","561"
"2000W18","Lithuania","Total","Number","689"
"2000W18","Luxembourg","Total","Number","67"
"2000W18","Hungary","Total","Number","2,461"
"2000W18","Malta","Total","Number",":"
"2000W18","Netherlands","Total","Number","2,567"
"2000W18","Austria","Total","Number","1,290"
"2000W18","Poland","Total","Number","6,462"
"2000W18","Portugal","Total","Number","1,960"
"2000W18","Romania","Total","Number",":"
"2000W18","Slovenia","Total","Number","301"
"2000W18","Slovakia","Total","Number","941"
"2000W18","Finland","Total","Number","892"
"2000W18","Sweden","Total","Number","1,713"
"2000W18","Iceland","Total","Number","29"
"2000W18","Liechtenstein","Total","Number","3"
"2000W18","Norway","Total","Number","786"
"2000W18","Switzerland","Total","Number","1,141"
"2000W18","United Kingdom","Total","Number",":"
"2000W18","Montenegro","Total","Number",":"
"2000W18","Albania","Total","Number",":"
"2000W18","Serbia","Total","Number","1,876"
"2000W18","Andorra","Total","Number",":"
"2000W18","Armenia","Total","Number",":"
"2000W18","Georgia","Total","Number",":"
"2000W19","Belgium","Total","Number","1,953"
"2000W19","Bulgaria","Total","Number","2,207"
"2000W19","Czechia","Total","Number",":"
"2000W19","Denmark","Total","Number",":"
"2000W19","Germany (until 1990 former territory of the FRG)","Total","Number","15,384"
"2000W19","Estonia","Total","Number","350"
"2000W19","Ireland","Total","Number",":"
"2000W19","Greece","Total","Number",":"
"2000W19","Spain","Total","Number","6,305"
"2000W19","France","Total","Number",":"
"2000W19","Croatia","Total","Number","889"
"2000W19","Italy","Total","Number",":"
"2000W19","Cyprus","Total","Number",":"
"2000W19","Latvia","Total","Number","512"
"2000W19","Lithuania","Total","Number","669"
"2000W19","Luxembourg","Total","Number","69"
"2000W19","Hungary","Total","Number","2,494"
"2000W19","Malta","Total","Number",":"
"2000W19","Netherlands","Total","Number","2,750"
"2000W19","Austria","Total","Number","1,279"
"2000W19","Poland","Total","Number","6,613"
"2000W19","Portugal","Total","Number","1,888"
"2000W19","Romania","Total","Number",":"
"2000W19","Slovenia","Total","Number","343"
"2000W19","Slovakia","Total","Number","930"
"2000W19","Finland","Total","Number","960"
"2000W19","Sweden","Total","Number","1,596"
"2000W19","Iceland","Total","Number","33"
"2000W19","Liechtenstein","Total","Number","4"
"2000W19","Norway","Total","Number","807"
"2000W19","Switzerland","Total","Number","1,134"
"2000W19","United Kingdom","Total","Number",":"
"2000W19","Montenegro","Total","Number",":"
"2000W19","Albania","Total","Number",":"
"2000W19","Serbia","Total","Number","1,899"
"2000W19","Andorra","Total","Number",":"
"2000W19","Armenia","Total","Number",":"
"2000W19","Georgia","Total","Number",":"
"2000W20","Belgium","Total","Number","1,834"
"2000W20","Bulgaria","Total","Number","2,115"
"2000W20","Czechia","Total","Number",":"
"2000W20","Denmark","Total","Number",":"
"2000W20","Germany (until 1990 former territory of the FRG)","Total","Number","15,311"
"2000W20","Estonia","Total","Number","334"
"2000W20","Ireland","Total","Number",":"
"2000W20","Greece","Total","Number",":"
"2000W20","Spain","Total","Number","6,392"
"2000W20","France","Total","Number",":"
"2000W20","Croatia","Total","Number","853"
"2000W20","Italy","Total","Number",":"
"2000W20","Cyprus","Total","Number",":"
"2000W20","Latvia","Total","Number","550"
"2000W20","Lithuania","Total","Number","710"
"2000W20","Luxembourg","Total","Number","84"
"2000W20","Hungary","Total","Number","2,420"
"2000W20","Malta","Total","Number",":"
"2000W20","Netherlands","Total","Number","2,702"
"2000W20","Austria","Total","Number","1,320"
"2000W20","Poland","Total","Number","6,793"
"2000W20","Portugal","Total","Number","1,829"
"2000W20","Romania","Total","Number",":"
"2000W20","Slovenia","Total","Number","335"
"2000W20","Slovakia","Total","Number","932"
"2000W20","Finland","Total","Number","903"
"2000W20","Sweden","Total","Number","1,718"
"2000W20","Iceland","Total","Number","28"
"2000W20","Liechtenstein","Total","Number","4"
"2000W20","Norway","Total","Number","764"
"2000W20","Switzerland","Total","Number","1,074"
"2000W20","United Kingdom","Total","Number",":"
"2000W20","Montenegro","Total","Number",":"
"2000W20","Albania","Total","Number",":"
"2000W20","Serbia","Total","Number","1,773"
"2000W20","Andorra","Total","Number",":"
"2000W20","Armenia","Total","Number",":"
"2000W20","Georgia","Total","Number",":"
"2000W21","Belgium","Total","Number","1,789"
"2000W21","Bulgaria","Total","Number","2,032"
"2000W21","Czechia","Total","Number",":"
"2000W21","Denmark","Total","Number",":"
"2000W21","Germany (until 1990 former territory of the FRG)","Total","Number","14,670"
"2000W21","Estonia","Total","Number","318"
"2000W21","Ireland","Total","Number",":"
"2000W21","Greece","Total","Number",":"
"2000W21","Spain","Total","Number","6,052"
"2000W21","France","Total","Number",":"
"2000W21","Croatia","Total","Number","973"
"2000W21","Italy","Total","Number",":"
"2000W21","Cyprus","Total","Number",":"
"2000W21","Latvia","Total","Number","586"
"2000W21","Lithuania","Total","Number","661"
"2000W21","Luxembourg","Total","Number","70"
"2000W21","Hungary","Total","Number","2,443"
"2000W21","Malta","Total","Number",":"
"2000W21","Netherlands","Total","Number","2,464"
"2000W21","Austria","Total","Number","1,336"
"2000W21","Poland","Total","Number","6,530"
"2000W21","Portugal","Total","Number","1,840"
"2000W21","Romania","Total","Number",":"
"2000W21","Slovenia","Total","Number","347"
"2000W21","Slovakia","Total","Number","929"
"2000W21","Finland","Total","Number","870"
"2000W21","Sweden","Total","Number","1,642"
"2000W21","Iceland","Total","Number","41"
"2000W21","Liechtenstein","Total","Number","2"
"2000W21","Norway","Total","Number","782"
"2000W21","Switzerland","Total","Number","1,022"
"2000W21","United Kingdom","Total","Number",":"
"2000W21","Montenegro","Total","Number",":"
"2000W21","Albania","Total","Number",":"
"2000W21","Serbia","Total","Number","1,816"
"2000W21","Andorra","Total","Number",":"
"2000W21","Armenia","Total","Number",":"
"2000W21","Georgia","Total","Number",":"
"2000W22","Belgium","Total","Number","1,864"
"2000W22","Bulgaria","Total","Number","1,918"
"2000W22","Czechia","Total","Number",":"
"2000W22","Denmark","Total","Number",":"
"2000W22","Germany (until 1990 former territory of the FRG)","Total","Number","15,271"
"2000W22","Estonia","Total","Number","311"
"2000W22","Ireland","Total","Number",":"
"2000W22","Greece","Total","Number",":"
"2000W22","Spain","Total","Number","6,630"
"2000W22","France","Total","Number",":"
"2000W22","Croatia","Total","Number","835"
"2000W22","Italy","Total","Number",":"
"2000W22","Cyprus","Total","Number",":"
"2000W22","Latvia","Total","Number","501"
"2000W22","Lithuania","Total","Number","712"
"2000W22","Luxembourg","Total","Number","67"
"2000W22","Hungary","Total","Number","2,393"
"2000W22","Malta","Total","Number",":"
"2000W22","Netherlands","Total","Number","2,514"
"2000W22","Austria","Total","Number","1,265"
"2000W22","Poland","Total","Number","6,436"
"2000W22","Portugal","Total","Number","1,816"
"2000W22","Romania","Total","Number",":"
"2000W22","Slovenia","Total","Number","317"
"2000W22","Slovakia","Total","Number","891"
"2000W22","Finland","Total","Number","856"
"2000W22","Sweden","Total","Number","1,585"
"2000W22","Iceland","Total","Number","37"
"2000W22","Liechtenstein","Total","Number","6"
"2000W22","Norway","Total","Number","780"
"2000W22","Switzerland","Total","Number","1,067"
"2000W22","United Kingdom","Total","Number",":"
"2000W22","Montenegro","Total","Number",":"
"2000W22","Albania","Total","Number",":"
"2000W22","Serbia","Total","Number","1,738"
"2000W22","Andorra","Total","Number",":"
"2000W22","Armenia","Total","Number",":"
"2000W22","Georgia","Total","Number",":"
"2000W23","Belgium","Total","Number","1,937"
"2000W23","Bulgaria","Total","Number","2,047"
"2000W23","Czechia","Total","Number",":"
"2000W23","Denmark","Total","Number",":"
"2000W23","Germany (until 1990 former territory of the FRG)","Total","Number","15,292"
"2000W23","Estonia","Total","Number","337"
"2000W23","Ireland","Total","Number",":"
"2000W23","Greece","Total","Number",":"
"2000W23","Spain","Total","Number","6,147"
"2000W23","France","Total","Number",":"
"2000W23","Croatia","Total","Number","972"
"2000W23","Italy","Total","Number",":"
"2000W23","Cyprus","Total","Number",":"
"2000W23","Latvia","Total","Number","571"
"2000W23","Lithuania","Total","Number","706"
"2000W23","Luxembourg","Total","Number","74"
"2000W23","Hungary","Total","Number","2,613"
"2000W23","Malta","Total","Number",":"
"2000W23","Netherlands","Total","Number","2,496"
"2000W23","Austria","Total","Number","1,383"
"2000W23","Poland","Total","Number","6,778"
"2000W23","Portugal","Total","Number","1,701"
"2000W23","Romania","Total","Number",":"
"2000W23","Slovenia","Total","Number","336"
"2000W23","Slovakia","Total","Number","1,059"
"2000W23","Finland","Total","Number","913"
"2000W23","Sweden","Total","Number","1,596"
"2000W23","Iceland","Total","Number","32"
"2000W23","Liechtenstein","Total","Number","6"
"2000W23","Norway","Total","Number","865"
"2000W23","Switzerland","Total","Number","1,147"
"2000W23","United Kingdom","Total","Number",":"
"2000W23","Montenegro","Total","Number",":"
"2000W23","Albania","Total","Number",":"
"2000W23","Serbia","Total","Number","1,873"
"2000W23","Andorra","Total","Number",":"
"2000W23","Armenia","Total","Number",":"
"2000W23","Georgia","Total","Number",":"
"2000W24","Belgium","Total","Number","1,799"
"2000W24","Bulgaria","Total","Number","1,950"
"2000W24","Czechia","Total","Number",":"
"2000W24","Denmark","Total","Number",":"
"2000W24","Germany (until 1990 former territory of the FRG)","Total","Number","14,695"
"2000W24","Estonia","Total","Number","336"
"2000W24","Ireland","Total","Number",":"
"2000W24","Greece","Total","Number",":"
"2000W24","Spain","Total","Number","6,538"
"2000W24","France","Total","Number",":"
"2000W24","Croatia","Total","Number","976"
"2000W24","Italy","Total","Number",":"
"2000W24","Cyprus","Total","Number",":"
"2000W24","Latvia","Total","Number","610"
"2000W24","Lithuania","Total","Number","718"
"2000W24","Luxembourg","Total","Number","60"
"2000W24","Hungary","Total","Number","2,735"
"2000W24","Malta","Total","Number",":"
"2000W24","Netherlands","Total","Number","2,452"
"2000W24","Austria","Total","Number","1,428"
"2000W24","Poland","Total","Number","6,488"
"2000W24","Portugal","Total","Number","2,163"
"2000W24","Romania","Total","Number",":"
"2000W24","Slovenia","Total","Number","321"
"2000W24","Slovakia","Total","Number","1,015"
"2000W24","Finland","Total","Number","858"
"2000W24","Sweden","Total","Number","1,609"
"2000W24","Iceland","Total","Number","30"
"2000W24","Liechtenstein","Total","Number","2"
"2000W24","Norway","Total","Number","842"
"2000W24","Switzerland","Total","Number","1,114"
"2000W24","United Kingdom","Total","Number",":"
"2000W24","Montenegro","Total","Number",":"
"2000W24","Albania","Total","Number",":"
"2000W24","Serbia","Total","Number","1,876"
"2000W24","Andorra","Total","Number",":"
"2000W24","Armenia","Total","Number",":"
"2000W24","Georgia","Total","Number",":"
"2000W25","Belgium","Total","Number","2,026"
"2000W25","Bulgaria","Total","Number","1,829"
"2000W25","Czechia","Total","Number",":"
"2000W25","Denmark","Total","Number",":"
"2000W25","Germany (until 1990 former territory of the FRG)","Total","Number","15,949"
"2000W25","Estonia","Total","Number","357"
"2000W25","Ireland","Total","Number",":"
"2000W25","Greece","Total","Number",":"
"2000W25","Spain","Total","Number","6,324"
"2000W25","France","Total","Number",":"
"2000W25","Croatia","Total","Number","983"
"2000W25","Italy","Total","Number",":"
"2000W25","Cyprus","Total","Number",":"
"2000W25","Latvia","Total","Number","636"
"2000W25","Lithuania","Total","Number","742"
"2000W25","Luxembourg","Total","Number","64"
"2000W25","Hungary","Total","Number","2,508"
"2000W25","Malta","Total","Number",":"
"2000W25","Netherlands","Total","Number","2,973"
"2000W25","Austria","Total","Number","1,392"
"2000W25","Poland","Total","Number","6,710"
"2000W25","Portugal","Total","Number","1,785"
"2000W25","Romania","Total","Number",":"
"2000W25","Slovenia","Total","Number","327"
"2000W25","Slovakia","Total","Number","982"
"2000W25","Finland","Total","Number","988"
"2000W25","Sweden","Total","Number","1,725"
"2000W25","Iceland","Total","Number","28"
"2000W25","Liechtenstein","Total","Number","6"
"2000W25","Norway","Total","Number","796"
"2000W25","Switzerland","Total","Number","1,088"
"2000W25","United Kingdom","Total","Number",":"
"2000W25","Montenegro","Total","Number",":"
"2000W25","Albania","Total","Number",":"
"2000W25","Serbia","Total","Number","1,817"
"2000W25","Andorra","Total","Number",":"
"2000W25","Armenia","Total","Number",":"
"2000W25","Georgia","Total","Number",":"
"2000W26","Belgium","Total","Number","1,919"
"2000W26","Bulgaria","Total","Number","1,846"
"2000W26","Czechia","Total","Number",":"
"2000W26","Denmark","Total","Number",":"
"2000W26","Germany (until 1990 former territory of the FRG)","Total","Number","14,549"
"2000W26","Estonia","Total","Number","314"
"2000W26","Ireland","Total","Number",":"
"2000W26","Greece","Total","Number",":"
"2000W26","Spain","Total","Number","6,309"
"2000W26","France","Total","Number",":"
"2000W26","Croatia","Total","Number","793"
"2000W26","Italy","Total","Number",":"
"2000W26","Cyprus","Total","Number",":"
"2000W26","Latvia","Total","Number","516"
"2000W26","Lithuania","Total","Number","665"
"2000W26","Luxembourg","Total","Number","61"
"2000W26","Hungary","Total","Number","2,251"
"2000W26","Malta","Total","Number",":"
"2000W26","Netherlands","Total","Number","2,639"
"2000W26","Austria","Total","Number","1,317"
"2000W26","Poland","Total","Number","6,038"
"2000W26","Portugal","Total","Number","1,705"
"2000W26","Romania","Total","Number",":"
"2000W26","Slovenia","Total","Number","287"
"2000W26","Slovakia","Total","Number","904"
"2000W26","Finland","Total","Number","954"
"2000W26","Sweden","Total","Number","1,609"
"2000W26","Iceland","Total","Number","35"
"2000W26","Liechtenstein","Total","Number","5"
"2000W26","Norway","Total","Number","760"
"2000W26","Switzerland","Total","Number","1,133"
"2000W26","United Kingdom","Total","Number",":"
"2000W26","Montenegro","Total","Number",":"
"2000W26","Albania","Total","Number",":"
"2000W26","Serbia","Total","Number","1,703"
"2000W26","Andorra","Total","Number",":"
"2000W26","Armenia","Total","Number",":"
"2000W26","Georgia","Total","Number",":"
"2000W27","Belgium","Total","Number","1,922"
"2000W27","Bulgaria","Total","Number","2,454"
"2000W27","Czechia","Total","Number",":"
"2000W27","Denmark","Total","Number",":"
"2000W27","Germany (until 1990 former territory of the FRG)","Total","Number","14,642"
"2000W27","Estonia","Total","Number","286"
"2000W27","Ireland","Total","Number",":"
"2000W27","Greece","Total","Number",":"
"2000W27","Spain","Total","Number","6,385"
"2000W27","France","Total","Number",":"
"2000W27","Croatia","Total","Number","979"
"2000W27","Italy","Total","Number",":"
"2000W27","Cyprus","Total","Number",":"
"2000W27","Latvia","Total","Number","499"
"2000W27","Lithuania","Total","Number","621"
"2000W27","Luxembourg","Total","Number","68"
"2000W27","Hungary","Total","Number","2,568"
"2000W27","Malta","Total","Number",":"
"2000W27","Netherlands","Total","Number","2,577"
"2000W27","Austria","Total","Number","1,339"
"2000W27","Poland","Total","Number","6,374"
"2000W27","Portugal","Total","Number","1,717"
"2000W27","Romania","Total","Number",":"
"2000W27","Slovenia","Total","Number","330"
"2000W27","Slovakia","Total","Number","932"
